kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,kategori_usia,jumlah_korban,tahun
3215,KABUPATEN KARAWANG,PEREMPUAN,6-12,1,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,60+,0,2021
3215,KABUPATEN KARAWANG,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,0-5,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,13-17,8,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,18-24,1,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,25-44,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,45-59,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,6-12,4,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,60+,0,2021
3216,KABUPATEN BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3216,KABUPATEN BEKASI,PEREMPUAN,0-5,7,2021
3216,KABUPATEN BEKASI,PEREMPUAN,13-17,26,2021
3216,KABUPATEN BEKASI,PEREMPUAN,18-24,12,2021
3216,KABUPATEN BEKASI,PEREMPUAN,25-44,24,2021
3216,KABUPATEN BEKASI,PEREMPUAN,45-59,3,2021
3216,KABUPATEN BEKASI,PEREMPUAN,6-12,23,2021
3216,KABUPATEN BEKASI,PEREMPUAN,60+,0,2021
3216,KABUPATEN BEKASI,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,0-5,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,13-17,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,18-24,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,25-44,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,45-59,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,6-12,5,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,60+,0,2021
3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,0-5,0,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,13-17,9,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,18-24,11,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,25-44,6,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,45-59,1,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,6-12,11,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,60+,0,2021
3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,0-5,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,13-17,1,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,18-24,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,25-44,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,45-59,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,6-12,2,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,60+,0,2021
3218,KABUPATEN PANGANDARAN,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,0-5,1,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,13-17,7,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,18-24,2,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,25-44,4,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,45-59,1,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,6-12,8,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,60+,1,2021
3218,KABUPATEN PANGANDARAN,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3271,KOTA BOGOR,LAKI-LAKI,0-5,2,2021
3271,KOTA BOGOR,LAKI-LAKI,13-17,4,2021
3271,KOTA BOGOR,LAKI-LAKI,18-24,0,2021
3271,KOTA BOGOR,LAKI-LAKI,25-44,0,2021
3271,KOTA BOGOR,LAKI-LAKI,45-59,1,2021
3271,KOTA BOGOR,LAKI-LAKI,6-12,3,2021
3271,KOTA BOGOR,LAKI-LAKI,60+,0,2021
3271,KOTA BOGOR,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3271,KOTA BOGOR,PEREMPUAN,0-5,1,2021
3271,KOTA BOGOR,PEREMPUAN,13-17,13,2021
3271,KOTA BOGOR,PEREMPUAN,18-24,10,2021
3271,KOTA BOGOR,PEREMPUAN,25-44,18,2021
3271,KOTA BOGOR,PEREMPUAN,45-59,9,2021
3271,KOTA BOGOR,PEREMPUAN,6-12,4,2021
3271,KOTA BOGOR,PEREMPUAN,60+,0,2021
3271,KOTA BOGOR,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3272,KOTA SUKABUMI,LAKI-LAKI,0-5,4,2021
3272,KOTA SUKABUMI,LAKI-LAKI,13-17,2,2021
3272,KOTA SUKABUMI,LAKI-LAKI,18-24,0,2021
3272,KOTA SUKABUMI,LAKI-LAKI,25-44,0,2021
3272,KOTA SUKABUMI,LAKI-LAKI,45-59,0,2021
3272,KOTA SUKABUMI,LAKI-LAKI,6-12,7,2021
3272,KOTA SUKABUMI,LAKI-LAKI,60+,0,2021
3272,KOTA SUKABUMI,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3272,KOTA SUKABUMI,PEREMPUAN,0-5,5,2021
3272,KOTA SUKABUMI,PEREMPUAN,13-17,11,2021
3272,KOTA SUKABUMI,PEREMPUAN,18-24,1,2021
3272,KOTA SUKABUMI,PEREMPUAN,25-44,11,2021
3272,KOTA SUKABUMI,PEREMPUAN,45-59,4,2021
3272,KOTA SUKABUMI,PEREMPUAN,6-12,9,2021
3272,KOTA SUKABUMI,PEREMPUAN,60+,0,2021
3272,KOTA SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3273,KOTA BANDUNG,LAKI-LAKI,0-5,4,2021
3273,KOTA BANDUNG,LAKI-LAKI,13-17,17,2021
3273,KOTA BANDUNG,LAKI-LAKI,18-24,0,2021
3273,KOTA BANDUNG,LAKI-LAKI,25-44,6,2021
3273,KOTA BANDUNG,LAKI-LAKI,45-59,2,2021
3273,KOTA BANDUNG,LAKI-LAKI,6-12,18,2021
3273,KOTA BANDUNG,LAKI-LAKI,60+,0,2021
3273,KOTA BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,2,2021
3273,KOTA BANDUNG,PEREMPUAN,0-5,8,2021
3273,KOTA BANDUNG,PEREMPUAN,13-17,40,2021
3273,KOTA BANDUNG,PEREMPUAN,18-24,43,2021
3273,KOTA BANDUNG,PEREMPUAN,25-44,64,2021
3273,KOTA BANDUNG,PEREMPUAN,45-59,18,2021
3273,KOTA BANDUNG,PEREMPUAN,6-12,38,2021
3273,KOTA BANDUNG,PEREMPUAN,60+,1,2021
3273,KOTA BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3274,KOTA CIREBON,LAKI-LAKI,0-5,1,2021
3274,KOTA CIREBON,LAKI-LAKI,13-17,0,2021
3274,KOTA CIREBON,LAKI-LAKI,18-24,0,2021
3274,KOTA CIREBON,LAKI-LAKI,25-44,0,2021
3274,KOTA CIREBON,LAKI-LAKI,45-59,0,2021
3274,KOTA CIREBON,LAKI-LAKI,6-12,1,2021
3274,KOTA CIREBON,LAKI-LAKI,60+,0,2021
3274,KOTA CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3274,KOTA CIREBON,PEREMPUAN,0-5,2,2021
3274,KOTA CIREBON,PEREMPUAN,13-17,6,2021
3274,KOTA CIREBON,PEREMPUAN,18-24,4,2021
3274,KOTA CIREBON,PEREMPUAN,25-44,12,2021
3274,KOTA CIREBON,PEREMPUAN,45-59,1,2021
3274,KOTA CIREBON,PEREMPUAN,6-12,2,2021
3274,KOTA CIREBON,PEREMPUAN,60+,0,2021
3274,KOTA CIREBON,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3275,KOTA BEKASI,LAKI-LAKI,0-5,7,2021
3275,KOTA BEKASI,LAKI-LAKI,13-17,6,2021
3275,KOTA BEKASI,LAKI-LAKI,18-24,0,2021
3275,KOTA BEKASI,LAKI-LAKI,25-44,6,2021
3275,KOTA BEKASI,LAKI-LAKI,45-59,3,2021
3275,KOTA BEKASI,LAKI-LAKI,6-12,8,2021
3275,KOTA BEKASI,LAKI-LAKI,60+,0,2021
3275,KOTA BEKASI,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3275,KOTA BEKASI,PEREMPUAN,0-5,6,2021
3275,KOTA BEKASI,PEREMPUAN,13-17,16,2021
3275,KOTA BEKASI,PEREMPUAN,18-24,12,2021
3275,KOTA BEKASI,PEREMPUAN,25-44,14,2021
3275,KOTA BEKASI,PEREMPUAN,45-59,12,2021
3275,KOTA BEKASI,PEREMPUAN,6-12,10,2021
3275,KOTA BEKASI,PEREMPUAN,60+,1,2021
3275,KOTA BEKASI,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3276,KOTA DEPOK,LAKI-LAKI,0-5,8,2021
3276,KOTA DEPOK,LAKI-LAKI,13-17,5,2021
3276,KOTA DEPOK,LAKI-LAKI,18-24,1,2021
3276,KOTA DEPOK,LAKI-LAKI,25-44,0,2021
3276,KOTA DEPOK,LAKI-LAKI,45-59,0,2021
3276,KOTA DEPOK,LAKI-LAKI,6-12,16,2021
3276,KOTA DEPOK,LAKI-LAKI,60+,0,2021
3276,KOTA DEPOK,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3276,KOTA DEPOK,PEREMPUAN,0-5,11,2021
3276,KOTA DEPOK,PEREMPUAN,13-17,35,2021
3276,KOTA DEPOK,PEREMPUAN,18-24,23,2021
3276,KOTA DEPOK,PEREMPUAN,25-44,73,2021
3276,KOTA DEPOK,PEREMPUAN,45-59,17,2021
3276,KOTA DEPOK,PEREMPUAN,6-12,37,2021
3276,KOTA DEPOK,PEREMPUAN,60+,1,2021
3276,KOTA DEPOK,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3277,KOTA CIMAHI,LAKI-LAKI,0-5,0,2021
3277,KOTA CIMAHI,LAKI-LAKI,13-17,0,2021
3277,KOTA CIMAHI,LAKI-LAKI,18-24,0,2021
3277,KOTA CIMAHI,LAKI-LAKI,25-44,1,2021
3277,KOTA CIMAHI,LAKI-LAKI,45-59,0,2021
3277,KOTA CIMAHI,LAKI-LAKI,6-12,0,2021
3277,KOTA CIMAHI,LAKI-LAKI,60+,0,2021
3277,KOTA CIMAHI,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3277,KOTA CIMAHI,PEREMPUAN,0-5,0,2021
3277,KOTA CIMAHI,PEREMPUAN,13-17,5,2021
3277,KOTA CIMAHI,PEREMPUAN,18-24,1,2021
3277,KOTA CIMAHI,PEREMPUAN,25-44,6,2021
3277,KOTA CIMAHI,PEREMPUAN,45-59,0,2021
3277,KOTA CIMAHI,PEREMPUAN,6-12,7,2021
3277,KOTA CIMAHI,PEREMPUAN,60+,0,2021
3277,KOTA CIMAHI,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3278,KOTA TASIKMALAYA,LAKI-LAKI,0-5,0,2021
3278,KOTA TASIKMALAYA,LAKI-LAKI,13-17,0,2021
3278,KOTA TASIKMALAYA,LAKI-LAKI,18-24,0,2021
3278,KOTA TASIKMALAYA,LAKI-LAKI,25-44,0,2021
3278,KOTA TASIKMALAYA,LAKI-LAKI,45-59,0,2021
3278,KOTA TASIKMALAYA,LAKI-LAKI,6-12,0,2021
3278,KOTA TASIKMALAYA,LAKI-LAKI,60+,0,2021
3278,KOTA TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3278,KOTA TASIKMALAYA,PEREMPUAN,0-5,0,2021
3278,KOTA TASIKMALAYA,PEREMPUAN,13-17,1,2021
3278,KOTA TASIKMALAYA,PEREMPUAN,18-24,1,2021
3278,KOTA TASIKMALAYA,PEREMPUAN,25-44,2,2021
3278,KOTA TASIKMALAYA,PEREMPUAN,45-59,2,2021
3278,KOTA TASIKMALAYA,PEREMPUAN,6-12,1,2021
3278,KOTA TASIKMALAYA,PEREMPUAN,60+,0,2021
3278,KOTA TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3279,KOTA BANJAR,LAKI-LAKI,0-5,0,2021
3279,KOTA BANJAR,LAKI-LAKI,13-17,2,2021
3279,KOTA BANJAR,LAKI-LAKI,18-24,0,2021
3279,KOTA BANJAR,LAKI-LAKI,25-44,0,2021
3279,KOTA BANJAR,LAKI-LAKI,45-59,0,2021
3279,KOTA BANJAR,LAKI-LAKI,6-12,0,2021
3279,KOTA BANJAR,LAKI-LAKI,60+,0,2021
3279,KOTA BANJAR,LAKI-LAKI,TIDAK DIKETAHUI,0,2021
3279,KOTA BANJAR,PEREMPUAN,0-5,1,2021
3279,KOTA BANJAR,PEREMPUAN,13-17,8,2021
3279,KOTA BANJAR,PEREMPUAN,18-24,2,2021
3279,KOTA BANJAR,PEREMPUAN,25-44,2,2021
3279,KOTA BANJAR,PEREMPUAN,45-59,0,2021
3279,KOTA BANJAR,PEREMPUAN,6-12,2,2021
3279,KOTA BANJAR,PEREMPUAN,60+,0,2021
3279,KOTA BANJAR,PEREMPUAN,TIDAK DIKETAHUI,0,2021
3201,KABUPATEN BOGOR,LAKI-LAKI,0-5,3,2022
3201,KABUPATEN BOGOR,LAKI-LAKI,13-17,2,2022
3201,KABUPATEN BOGOR,LAKI-LAKI,18-24,0,2022
3201,KABUPATEN BOGOR,LAKI-LAKI,25-44,1,2022
3201,KABUPATEN BOGOR,LAKI-LAKI,45-59,0,2022
3201,KABUPATEN BOGOR,LAKI-LAKI,6-12,0,2022
3201,KABUPATEN BOGOR,LAKI-LAKI,60+,0,2022
3201,KABUPATEN BOGOR,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3201,KABUPATEN BOGOR,PEREMPUAN,0-5,1,2022
3201,KABUPATEN BOGOR,PEREMPUAN,13-17,10,2022
3201,KABUPATEN BOGOR,PEREMPUAN,18-24,4,2022
3201,KABUPATEN BOGOR,PEREMPUAN,25-44,9,2022
3201,KABUPATEN BOGOR,PEREMPUAN,45-59,0,2022
3201,KABUPATEN BOGOR,PEREMPUAN,6-12,5,2022
3201,KABUPATEN BOGOR,PEREMPUAN,60+,0,2022
3201,KABUPATEN BOGOR,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3202,KABUPATEN SUKABUMI,LAKI-LAKI,0-5,4,2022
3202,KABUPATEN SUKABUMI,LAKI-LAKI,13-17,6,2022
3202,KABUPATEN SUKABUMI,LAKI-LAKI,18-24,1,2022
3202,KABUPATEN SUKABUMI,LAKI-LAKI,25-44,0,2022
3202,KABUPATEN SUKABUMI,LAKI-LAKI,45-59,0,2022
3202,KABUPATEN SUKABUMI,LAKI-LAKI,6-12,9,2022
3202,KABUPATEN SUKABUMI,LAKI-LAKI,60+,0,2022
3202,KABUPATEN SUKABUMI,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3202,KABUPATEN SUKABUMI,PEREMPUAN,0-5,9,2022
3202,KABUPATEN SUKABUMI,PEREMPUAN,13-17,41,2022
3202,KABUPATEN SUKABUMI,PEREMPUAN,18-24,19,2022
3202,KABUPATEN SUKABUMI,PEREMPUAN,25-44,34,2022
3202,KABUPATEN SUKABUMI,PEREMPUAN,45-59,7,2022
3202,KABUPATEN SUKABUMI,PEREMPUAN,6-12,22,2022
3202,KABUPATEN SUKABUMI,PEREMPUAN,60+,1,2022
3202,KABUPATEN SUKABUMI,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3203,KABUPATEN CIANJUR,LAKI-LAKI,0-5,1,2022
3203,KABUPATEN CIANJUR,LAKI-LAKI,13-17,0,2022
3203,KABUPATEN CIANJUR,LAKI-LAKI,18-24,0,2022
3203,KABUPATEN CIANJUR,LAKI-LAKI,25-44,0,2022
3203,KABUPATEN CIANJUR,LAKI-LAKI,45-59,0,2022
3203,KABUPATEN CIANJUR,LAKI-LAKI,6-12,6,2022
3203,KABUPATEN CIANJUR,LAKI-LAKI,60+,0,2022
3203,KABUPATEN CIANJUR,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3203,KABUPATEN CIANJUR,PEREMPUAN,0-5,1,2022
3203,KABUPATEN CIANJUR,PEREMPUAN,13-17,8,2022
3203,KABUPATEN CIANJUR,PEREMPUAN,18-24,14,2022
3203,KABUPATEN CIANJUR,PEREMPUAN,25-44,22,2022
3203,KABUPATEN CIANJUR,PEREMPUAN,45-59,6,2022
3203,KABUPATEN CIANJUR,PEREMPUAN,6-12,10,2022
3203,KABUPATEN CIANJUR,PEREMPUAN,60+,0,2022
3203,KABUPATEN CIANJUR,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3204,KABUPATEN BANDUNG,LAKI-LAKI,0-5,4,2022
3204,KABUPATEN BANDUNG,LAKI-LAKI,13-17,19,2022
3204,KABUPATEN BANDUNG,LAKI-LAKI,18-24,0,2022
3204,KABUPATEN BANDUNG,LAKI-LAKI,25-44,0,2022
3204,KABUPATEN BANDUNG,LAKI-LAKI,45-59,0,2022
3204,KABUPATEN BANDUNG,LAKI-LAKI,6-12,21,2022
3204,KABUPATEN BANDUNG,LAKI-LAKI,60+,0,2022
3204,KABUPATEN BANDUNG,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3204,KABUPATEN BANDUNG,PEREMPUAN,0-5,14,2022
3204,KABUPATEN BANDUNG,PEREMPUAN,13-17,49,2022
3204,KABUPATEN BANDUNG,PEREMPUAN,18-24,24,2022
3204,KABUPATEN BANDUNG,PEREMPUAN,25-44,26,2022
3204,KABUPATEN BANDUNG,PEREMPUAN,45-59,4,2022
3204,KABUPATEN BANDUNG,PEREMPUAN,6-12,22,2022
3204,KABUPATEN BANDUNG,PEREMPUAN,60+,0,2022
3204,KABUPATEN BANDUNG,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3205,KABUPATEN GARUT,LAKI-LAKI,0-5,0,2022
3205,KABUPATEN GARUT,LAKI-LAKI,13-17,1,2022
3205,KABUPATEN GARUT,LAKI-LAKI,18-24,0,2022
3205,KABUPATEN GARUT,LAKI-LAKI,25-44,0,2022
3205,KABUPATEN GARUT,LAKI-LAKI,45-59,0,2022
3205,KABUPATEN GARUT,LAKI-LAKI,6-12,0,2022
3205,KABUPATEN GARUT,LAKI-LAKI,60+,0,2022
3205,KABUPATEN GARUT,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3205,KABUPATEN GARUT,PEREMPUAN,0-5,0,2022
3205,KABUPATEN GARUT,PEREMPUAN,13-17,0,2022
3205,KABUPATEN GARUT,PEREMPUAN,18-24,0,2022
3205,KABUPATEN GARUT,PEREMPUAN,25-44,1,2022
3205,KABUPATEN GARUT,PEREMPUAN,45-59,0,2022
3205,KABUPATEN GARUT,PEREMPUAN,6-12,0,2022
3205,KABUPATEN GARUT,PEREMPUAN,60+,0,2022
3205,KABUPATEN GARUT,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,0-5,6,2022
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,13-17,10,2022
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,18-24,1,2022
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,25-44,0,2022
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,45-59,0,2022
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,6-12,8,2022
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,60+,0,2022
3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,0-5,8,2022
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,13-17,25,2022
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,18-24,8,2022
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,25-44,5,2022
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,45-59,1,2022
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,6-12,22,2022
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,60+,1,2022
3206,KABUPATEN TASIKMALAYA,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3207,KABUPATEN CIAMIS,LAKI-LAKI,0-5,0,2022
3207,KABUPATEN CIAMIS,LAKI-LAKI,13-17,9,2022
3207,KABUPATEN CIAMIS,LAKI-LAKI,18-24,0,2022
3207,KABUPATEN CIAMIS,LAKI-LAKI,25-44,0,2022
3207,KABUPATEN CIAMIS,LAKI-LAKI,45-59,0,2022
3207,KABUPATEN CIAMIS,LAKI-LAKI,6-12,1,2022
3207,KABUPATEN CIAMIS,LAKI-LAKI,60+,0,2022
3207,KABUPATEN CIAMIS,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3207,KABUPATEN CIAMIS,PEREMPUAN,0-5,0,2022
3207,KABUPATEN CIAMIS,PEREMPUAN,13-17,4,2022
3207,KABUPATEN CIAMIS,PEREMPUAN,18-24,0,2022
3207,KABUPATEN CIAMIS,PEREMPUAN,25-44,1,2022
3207,KABUPATEN CIAMIS,PEREMPUAN,45-59,1,2022
3207,KABUPATEN CIAMIS,PEREMPUAN,6-12,2,2022
3207,KABUPATEN CIAMIS,PEREMPUAN,60+,0,2022
3207,KABUPATEN CIAMIS,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3208,KABUPATEN KUNINGAN,LAKI-LAKI,0-5,1,2022
3208,KABUPATEN KUNINGAN,LAKI-LAKI,13-17,2,2022
3208,KABUPATEN KUNINGAN,LAKI-LAKI,18-24,0,2022
3208,KABUPATEN KUNINGAN,LAKI-LAKI,25-44,0,2022
3208,KABUPATEN KUNINGAN,LAKI-LAKI,45-59,0,2022
3208,KABUPATEN KUNINGAN,LAKI-LAKI,6-12,1,2022
3208,KABUPATEN KUNINGAN,LAKI-LAKI,60+,0,2022
3208,KABUPATEN KUNINGAN,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3208,KABUPATEN KUNINGAN,PEREMPUAN,0-5,3,2022
3208,KABUPATEN KUNINGAN,PEREMPUAN,13-17,16,2022
3208,KABUPATEN KUNINGAN,PEREMPUAN,18-24,4,2022
3208,KABUPATEN KUNINGAN,PEREMPUAN,25-44,7,2022
3208,KABUPATEN KUNINGAN,PEREMPUAN,45-59,0,2022
3208,KABUPATEN KUNINGAN,PEREMPUAN,6-12,6,2022
3208,KABUPATEN KUNINGAN,PEREMPUAN,60+,0,2022
3208,KABUPATEN KUNINGAN,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3209,KABUPATEN CIREBON,LAKI-LAKI,0-5,0,2022
3209,KABUPATEN CIREBON,LAKI-LAKI,13-17,2,2022
3209,KABUPATEN CIREBON,LAKI-LAKI,18-24,0,2022
3209,KABUPATEN CIREBON,LAKI-LAKI,25-44,0,2022
3209,KABUPATEN CIREBON,LAKI-LAKI,45-59,0,2022
3209,KABUPATEN CIREBON,LAKI-LAKI,6-12,4,2022
3209,KABUPATEN CIREBON,LAKI-LAKI,60+,0,2022
3209,KABUPATEN CIREBON,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3209,KABUPATEN CIREBON,PEREMPUAN,0-5,6,2022
3209,KABUPATEN CIREBON,PEREMPUAN,13-17,25,2022
3209,KABUPATEN CIREBON,PEREMPUAN,18-24,12,2022
3209,KABUPATEN CIREBON,PEREMPUAN,25-44,7,2022
3209,KABUPATEN CIREBON,PEREMPUAN,45-59,0,2022
3209,KABUPATEN CIREBON,PEREMPUAN,6-12,34,2022
3209,KABUPATEN CIREBON,PEREMPUAN,60+,0,2022
3209,KABUPATEN CIREBON,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,0-5,0,2022
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,13-17,0,2022
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,18-24,0,2022
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,25-44,0,2022
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,45-59,0,2022
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,6-12,0,2022
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,60+,0,2022
3210,KABUPATEN MAJALENGKA,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3210,KABUPATEN MAJALENGKA,PEREMPUAN,0-5,0,2022
3210,KABUPATEN MAJALENGKA,PEREMPUAN,13-17,2,2022
3210,KABUPATEN MAJALENGKA,PEREMPUAN,18-24,0,2022
3210,KABUPATEN MAJALENGKA,PEREMPUAN,25-44,0,2022
3210,KABUPATEN MAJALENGKA,PEREMPUAN,45-59,3,2022
3210,KABUPATEN MAJALENGKA,PEREMPUAN,6-12,0,2022
3210,KABUPATEN MAJALENGKA,PEREMPUAN,60+,0,2022
3210,KABUPATEN MAJALENGKA,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3211,KABUPATEN SUMEDANG,LAKI-LAKI,0-5,0,2022
3211,KABUPATEN SUMEDANG,LAKI-LAKI,13-17,1,2022
3211,KABUPATEN SUMEDANG,LAKI-LAKI,18-24,0,2022
3211,KABUPATEN SUMEDANG,LAKI-LAKI,25-44,0,2022
3211,KABUPATEN SUMEDANG,LAKI-LAKI,45-59,0,2022
3211,KABUPATEN SUMEDANG,LAKI-LAKI,6-12,4,2022
3211,KABUPATEN SUMEDANG,LAKI-LAKI,60+,0,2022
3211,KABUPATEN SUMEDANG,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3211,KABUPATEN SUMEDANG,PEREMPUAN,0-5,0,2022
3211,KABUPATEN SUMEDANG,PEREMPUAN,13-17,1,2022
3211,KABUPATEN SUMEDANG,PEREMPUAN,18-24,1,2022
3211,KABUPATEN SUMEDANG,PEREMPUAN,25-44,3,2022
3211,KABUPATEN SUMEDANG,PEREMPUAN,45-59,0,2022
3211,KABUPATEN SUMEDANG,PEREMPUAN,6-12,9,2022
3211,KABUPATEN SUMEDANG,PEREMPUAN,60+,0,2022
3211,KABUPATEN SUMEDANG,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,0-5,0,2022
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,13-17,2,2022
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,18-24,0,2022
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,25-44,0,2022
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,45-59,0,2022
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,6-12,4,2022
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,60+,0,2022
3212,KABUPATEN INDRAMAYU,LAKI-LAKI,TIDAK DIKETAHUI,0,2022
3212,KABUPATEN INDRAMAYU,PEREMPUAN,0-5,4,2022
3212,KABUPATEN INDRAMAYU,PEREMPUAN,13-17,12,2022
3212,KABUPATEN INDRAMAYU,PEREMPUAN,18-24,3,2022
3212,KABUPATEN INDRAMAYU,PEREMPUAN,25-44,6,2022
3212,KABUPATEN INDRAMAYU,PEREMPUAN,45-59,0,2022
3212,KABUPATEN INDRAMAYU,PEREMPUAN,6-12,6,2022
3212,KABUPATEN INDRAMAYU,PEREMPUAN,60+,0,2022
3212,KABUPATEN INDRAMAYU,PEREMPUAN,TIDAK DIKETAHUI,0,2022
3213,KABUPATEN SUBANG,LAKI-LAKI,0-5,0,2022
